Mileage,Model,Levy,Prod. year,Manufacturer,Engine volume,Airbags,Color,Category,Fuel type,Gear box type,Leather interior,Price
35000,Camry,456.0,2015,TOYOTA,2.5,10,Grey,Sedan,Hybrid,Automatic,True,39201
35643,Elantra,880.0,2018,HYUNDAI,1.6,4,White,Sedan,LPG,Automatic,True,36426
250000,Civic,803.8573975044563,2006,HONDA,1.8,4,Grey,Hatchback,Petrol,Manual,False,8467
255000,CLK 320,1281.3365810451728,2000,MERCEDES-BENZ,3.2,4,Silver,Coupe,Petrol,Tiptronic,True,7840
117158,Cr-v,900.0,2015,HONDA,2.4,12,White,Jeep,Petrol,Automatic,True,12701
281659,Forester,781.0,2012,SUBARU,2.5,0,Blue,Jeep,Petrol,Automatic,True,8154
63645,Avalon,456.0,2015,TOYOTA,2.5,12,White,Sedan,Hybrid,Tiptronic,True,46414
197338,ML 250,798.0,2015,MERCEDES-BENZ,2.1,12,White,Jeep,Diesel,Automatic,True,45160
1123,330,1082.2991631799164,2007,BMW,3.0,12,Black,Cabriolet,Petrol,Tiptronic,True,100
136634,Colt Lancer,639.0,2014,MITSUBISHI,2.0,12,Silver,Hatchback,Petrol,Automatic,True,1176
77000,Elantra,799.6990400903444,2013,HYUNDAI,1.8,0,Beige,Coupe,Petrol,Manual,False,12231
140000,Prius,988.0,2007,TOYOTA,1.5,12,Green,Hatchback,Hybrid,Variator,True,5802
45494,Sonata,1277.0,2018,HYUNDAI,2.4,12,White,Sedan,Petrol,Automatic,True,2901
47672,Prius,442.0,2017,TOYOTA,1.8,12,White,Sedan,Hybrid,Automatic,True,1882
109100,Pathfinder,830.02,2010,NISSAN,4.0,12,Blue,Sedan,Petrol,Automatic,False,22894
145000,FIT,803.8573975044563,2013,HONDA,1.3,8,Silver,Sedan,Hybrid,Automatic,False,11290
270000,318,1082.2991631799164,1997,BMW,1.8,2,Green,Sedan,LPG,Manual,False,6586
188800,Camry,850.5492087996912,2006,TOYOTA,2.4,8,Grey,Sedan,Hybrid,Variator,True,14426
39000,Outlander,1051.0,2016,MITSUBISHI,2.4,12,Silver,Jeep,Petrol,Variator,True,36065
52000,Camry SE,850.5492087996912,2014,TOYOTA,2.5,12,Black,Sedan,Petrol,Tiptronic,True,27284
34000,Forester,1091.0,2016,SUBARU,2.5,7,White,Jeep,Petrol,Variator,False,21639
140000,I30,790.0,2009,HYUNDAI,1.6,4,Silver,Hatchback,Petrol,Automatic,True,7840
180003,E 200,1281.3365810451728,1998,MERCEDES-BENZ,2.0,4,Black,Sedan,CNG,Manual,False,7840
220474,Escape,289.0,2008,FORD,0.4,0,Grey,Jeep,Hybrid,Automatic,True,282
59099,GLE 350,1292.0,2016,MERCEDES-BENZ,3.0,0,White,Jeep,Petrol,Automatic,True,1646
124000,Tucson,640.0,2013,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,24198
34682,FIT,502.0,2013,HONDA,1.5,4,Grey,Hatchback,Petrol,Automatic,True,25365
310061,Malibu,777.0,2014,CHEVROLET,2.5,12,Blue,Sedan,Petrol,Automatic,True,1725
162453,TL,1399.0,2010,ACURA,3.5,12,Silver,Sedan,Petrol,Automatic,True,314
22400,Prius,586.0,2012,TOYOTA,1.8,8,White,Sedan,Hybrid,Automatic,False,17249
229904,E 350,1399.0,2010,MERCEDES-BENZ,3.5,12,Black,Sedan,Petrol,Automatic,True,470
62000,Sonata,639.0,2014,HYUNDAI,2.0,12,White,Sedan,Petrol,Tiptronic,True,31361
54279,Elantra,1047.0,2007,HYUNDAI,1.6,4,Silver,Sedan,Diesel,Automatic,True,4704
135759,Cruze,645.0,2011,CHEVROLET,1.8,4,Grey,Sedan,Petrol,Automatic,True,12720
120534,Tucson,640.0,2013,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,26372
189000,X5,1082.2991631799164,2003,BMW,3.0,10,Black,Jeep,LPG,Tiptronic,True,13485
140000,Elantra,528.0,2014,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,25591
108517,C 300,1211.0,2010,MERCEDES-BENZ,3.0,12,White,Sedan,Petrol,Automatic,True,6429
107030,RX 350,1493.0,2016,LEXUS,3.5,12,Grey,Jeep,Petrol,Automatic,True,251
24339,CHR,1077.0,2019,TOYOTA,2.0,12,Blue,Jeep,Petrol,Automatic,True,627
130000,Lacetti,790.0,2009,DAEWOO,1.6,4,Black,Sedan,Petrol,Automatic,True,8097
280480,Sonata,799.6990400903444,2012,HYUNDAI,2.0,9,Silver,Sedan,Hybrid,Automatic,False,18503
150000,Insight,574.0,2010,HONDA,1.3,12,Black,Sedan,Hybrid,Variator,False,12231
135000,FIT,803.8573975044563,2002,HONDA,1.3,4,Black,Hatchback,Petrol,Variator,False,40
237853,H1,862.0,2011,HYUNDAI,2.5,4,Silver,Universal,Diesel,Automatic,True,17054
111000,Stream,803.8573975044563,2001,HONDA,2.0,6,Black,Universal,Petrol,Automatic,False,5300
42000,Sonata,765.0,2015,HYUNDAI,2.0,4,Orange,Sedan,LPG,Automatic,True,9565
60618,Malibu,765.0,2015,CHEVROLET,2.0,4,Black,Sedan,Diesel,Automatic,True,24302
230400,Camry,850.5492087996912,2009,TOYOTA,2.4,12,Silver,Sedan,Petrol,Automatic,True,18817
127918,Altima,777.0,2014,NISSAN,2.5,12,Red,Sedan,Petrol,Automatic,True,1960
77000,Sonata,1051.0,2016,HYUNDAI,2.4,10,Silver,Sedan,Petrol,Tiptronic,False,17249
280016,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,15530
270874,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,11290
118000,Prius,850.5492087996912,2013,TOYOTA,1.8,12,Sky blue,Hatchback,Hybrid,Automatic,False,24148
362868,Sonata,639.0,2014,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,10036
85000,Elantra,697.0,2015,HYUNDAI,1.8,12,Black,Sedan,Petrol,Tiptronic,False,18817
132563,CT 200h,308.0,2014,LEXUS,1.8,0,Red,Hatchback,Hybrid,Automatic,True,10349
138211,RX 350,1399.0,2010,LEXUS,3.5,12,Black,Jeep,Petrol,Automatic,True,549
132800,Camry,850.5492087996912,2013,TOYOTA,2.5,12,Blue,Sedan,Petrol,Tiptronic,True,25089
52686,H1,862.0,2011,HYUNDAI,2.5,4,Silver,Minivan,Diesel,Automatic,True,18669
232357,RX 450,1058.0,2012,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,941
76525,FIT,271.0,2014,HONDA,1.5,4,Blue,Hatchback,Hybrid,Automatic,True,10660
80000,Tucson,891.0,2016,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,37000
186412,REXTON,707.0,2011,SSANGYONG,2.0,4,Silver,Jeep,Diesel,Automatic,True,18826
230696,E 350,1172.0,2011,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,14583
285000,Vito,1281.3365810451728,2007,MERCEDES-BENZ,2.2,4,Red,Minivan,Diesel,Manual,False,21012
92000,I,706.0,2011,MITSUBISHI,0.7,2,Brown,Hatchback,Petrol,Automatic,False,5645
120000,Actyon,836.0,2010,SSANGYONG,2.0,4,Silver,Jeep,Diesel,Automatic,True,18826
142000,Tucson,707.0,2011,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,22649
42415,H1,862.0,2011,HYUNDAI,2.5,4,White,Minivan,Diesel,Automatic,True,16590
51000,Camry,394.0,2014,TOYOTA,2.5,12,Grey,Sedan,Hybrid,Automatic,False,31988
19999,Lacetti,966.0,2009,DAEWOO,2.0,4,Grey,Sedan,Petrol,Automatic,True,8624
89000,Camry,456.0,2015,TOYOTA,2.5,0,Silver,Sedan,Hybrid,Variator,False,21012
114000,FIT,1266.0,2014,HONDA,1.5,8,White,Hatchback,Hybrid,Automatic,False,10663
95987,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,220
161000,GTI,1481.0,2006,VOLKSWAGEN,2.0,8,Black,Hatchback,Petrol,Manual,False,13485
241589,Colt,1057.6153846153845,2003,MITSUBISHI,1.3,5,Sky blue,Hatchback,Petrol,Variator,False,5331
260000,Zafira,1156.6493506493507,2000,OPEL,1.8,6,Silver,Minivan,Petrol,Manual,False,7370
55000,Jetta,697.0,2015,VOLKSWAGEN,1.8,10,Black,Sedan,Petrol,Tiptronic,True,17249
314000,Pajero Mini,1057.6153846153845,2006,MITSUBISHI,0.7,2,Silver,Jeep,Petrol,Manual,False,4391
157000,FIT,803.8573975044563,2010,HONDA,1.3,2,White,Hatchback,Hybrid,Tiptronic,False,11604
240000,750,1082.2991631799164,2005,BMW,4.8,12,Black,Sedan,Petrol,Tiptronic,True,13799
76000,RAV 4 s p o r t,1249.0,2017,TOYOTA,2.5,12,Black,Jeep,Petrol,Tiptronic,False,40769
156800,Jetta,862.0,2011,VOLKSWAGEN,2.5,12,Blue,Sedan,Petrol,Automatic,True,14113
188000,FIT,803.8573975044563,2011,HONDA,1.3,8,Blue,Hatchback,Hybrid,Automatic,False,11917
162558,Sonata,640.0,2013,HYUNDAI,2.0,4,Black,Sedan,Petrol,Automatic,True,12777
130000,Prius C,850.5492087996912,2013,TOYOTA,1.5,12,Red,Hatchback,Hybrid,Automatic,False,18817
83000,Camry,781.0,2012,TOYOTA,2.5,10,Silver,Sedan,Hybrid,Variator,True,23521
150400,Q5,1286.0,2010,AUDI,3.2,7,Grey,Jeep,Petrol,Tiptronic,True,22580
27038,RX 450,690.0,2016,LEXUS,3.5,12,White,Jeep,Hybrid,Automatic,True,392
284678,Prius,645.0,2011,TOYOTA,1.8,12,Silver,Hatchback,Hybrid,Automatic,False,12544
121000,Cruze,473.0,2014,CHEVROLET,1.4,10,Green,Sedan,Petrol,Tiptronic,False,9722
224349,Sonata,831.0,2011,HYUNDAI,2.4,0,Grey,Sedan,Hybrid,Automatic,True,3450
263392,Prius,308.0,2014,TOYOTA,1.8,12,Red,Hatchback,Hybrid,Automatic,True,1882
280000,Transit,1408.0,2007,FORD,2.2,2,White,Microbus,Diesel,Manual,False,15991
179381,Camry,394.0,2014,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,11133
284251,Elantra,1017.0,2017,HYUNDAI,2.0,12,Grey,Jeep,Petrol,Automatic,True,94
133000,E 350,1058.0,2012,MERCEDES-BENZ,3.5,12,Black,Sedan,Petrol,Automatic,True,34184
25304,Cruze,781.0,2018,CHEVROLET,1.4,8,Brown,Sedan,Petrol,Automatic,False,21169
71486,Captiva,1090.0,2008,CHEVROLET,2.0,4,Black,Jeep,Diesel,Automatic,True,7495
95590,CT 200h,645.0,2011,LEXUS,1.8,12,White,Hatchback,Hybrid,Automatic,True,4861
72369,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,13485
147718,Elantra,531.0,2012,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,20005
1000,Outback,889.104938271605,2003,SUBARU,2.5,6,Blue,Goods wagon,Petrol,Tiptronic,False,3000
200000,Camry,850.5492087996912,2007,TOYOTA,2.4,12,Grey,Sedan,Hybrid,Variator,False,11917
180003,E 200,1281.3365810451728,1998,MERCEDES-BENZ,2.0,4,Black,Sedan,CNG,Manual,False,7840
192683,CT 200h,586.0,2012,LEXUS,1.8,0,White,Hatchback,Hybrid,Automatic,True,627
152293,Lacetti,761.0,2010,CHEVROLET,1.8,4,Grey,Sedan,Petrol,Automatic,True,12570
0,C 180,1281.3365810451728,1997,MERCEDES-BENZ,1.8,4,Black,Sedan,CNG,Manual,False,6899
137350,Aqua,595.0,2015,TOYOTA,1.5,4,Silver,Hatchback,Petrol,Automatic,True,14009
202048,GX 470,1514.0,2011,LEXUS,4.6,0,White,Sedan,Petrol,Automatic,True,392
109555,GLA 250,891.0,2016,MERCEDES-BENZ,2.0,0,White,Jeep,Petrol,Automatic,True,8311
40000,Corolla,850.5492087996912,2014,TOYOTA,1.8,16,Green,Sedan,Petrol,Automatic,False,23521
65000,Fusion Titanium,891.0,2016,FORD,2.0,12,Silver,Sedan,Petrol,Tiptronic,True,25716
32510,Elantra,831.0,2017,HYUNDAI,1.6,4,Blue,Sedan,LPG,Automatic,True,21730
153651,Genesis,707.0,2011,HYUNDAI,2.0,4,Red,Coupe,Petrol,Automatic,True,19369
125000,Jimny,760.6086956521739,2000,SUZUKI,1.3,4,Green,Jeep,Petrol,Manual,False,12544
160000,Tucson,642.0,2012,HYUNDAI,2.0,4,Grey,Jeep,Diesel,Automatic,True,25299
28515,Cruze,880.0,2018,CHEVROLET,1.6,12,Grey,Sedan,Diesel,Automatic,True,7213
94923,Aveo,531.0,2012,CHEVROLET,1.6,4,Black,Hatchback,Petrol,Automatic,True,6899
147677,X6,1451.0,2011,BMW,4.4,12,Red,Jeep,Petrol,Automatic,True,8154
160000,Prius,850.5492087996912,2011,TOYOTA,1.8,12,Silver,Sedan,Hybrid,Tiptronic,True,18817
256000,Prius,850.5492087996912,2010,TOYOTA,1.8,1,White,Sedan,Hybrid,Automatic,False,17249
137000,Aqua S,1267.0,2013,TOYOTA,1.5,6,Silver,Hatchback,Hybrid,Automatic,False,9879
1000,1111,640.0,1988,VAZ,1.3,6,Green,Sedan,Petrol,Manual,True,4000
141000,Prius,850.5492087996912,2011,TOYOTA,1.8,6,Grey,Hatchback,Hybrid,Automatic,False,17249
64800,Elantra,585.0,2013,HYUNDAI,1.8,12,Black,Sedan,Petrol,Tiptronic,True,17249
127000,Escape,825.4240766073872,2014,FORD,2.0,8,Silver,Jeep,Petrol,Tiptronic,True,29166
69555,GLA 250,765.0,2015,MERCEDES-BENZ,2.0,12,Red,Jeep,Petrol,Automatic,True,188
27000,Astra,993.0,2006,OPEL,1.3,8,Black,Goods wagon,Diesel,Manual,False,11604
32000,Laguna,845.5833333333334,1995,RENAULT,2.0,0,Blue,Sedan,Petrol,Manual,False,2500
0,Optima,751.0,2013,KIA,2.4,12,Black,Sedan,Hybrid,Automatic,True,392
47294,Elantra,1079.0,2018,HYUNDAI,2.0,12,Black,Sedan,Petrol,Automatic,True,627
149970,Insight,247.0,2014,HONDA,1.3,0,Grey,Hatchback,Hybrid,Automatic,True,2274
102400,Jetta,752.195205479452,2015,VOLKSWAGEN,1.8,8,Silver,Sedan,Petrol,Automatic,True,19444
174000,Prius,878.0,2009,TOYOTA,1.8,8,Blue,Hatchback,Hybrid,Variator,False,15367
125605,Highlander,1055.0,2013,TOYOTA,3.5,12,Black,Jeep,Petrol,Automatic,True,4861
150000,Shuttle,803.8573975044563,2013,HONDA,1.3,4,White,Universal,Hybrid,Automatic,False,14113
228570,Orlando,642.0,2012,CHEVROLET,2.0,4,Grey,Jeep,Diesel,Automatic,True,13564
128205,C-MAX,642.0,2012,FORD,2.0,10,Silver,Hatchback,Hybrid,Automatic,False,17876
2000,C 240,1281.3365810451728,2002,MERCEDES-BENZ,2.4,12,Black,Sedan,Petrol,Tiptronic,True,10349
138000,Legacy,889.104938271605,2008,SUBARU,3.0,8,Black,Sedan,Petrol,Tiptronic,False,15000
205500,E 320,1281.3365810451728,2004,MERCEDES-BENZ,3.2,8,Silver,Sedan,Petrol,Tiptronic,True,12544
1000,318,1082.2991631799164,1996,BMW,1.8,2,Grey,Sedan,Petrol,Manual,False,5600
229966,X5,919.0,2012,BMW,3.0,0,Black,Jeep,Diesel,Automatic,True,14583
137000,H1,1249.0,2017,HYUNDAI,2.5,4,White,Universal,Diesel,Automatic,True,36827
18000,Prius,850.5492087996912,2005,TOYOTA,1.6,5,White,Sedan,Hybrid,Automatic,False,9
155000,Elgrand,830.02,2003,NISSAN,3.5,4,Golden,Minivan,LPG,Tiptronic,False,14113
59272,Actyon,730.0,2016,SSANGYONG,1.6,4,White,Jeep,Diesel,Automatic,True,40340
216000,FIT,503.0,2012,HONDA,1.5,12,Grey,Hatchback,Petrol,Tiptronic,False,10976
86000,C 300,919.0,2012,MERCEDES-BENZ,3.0,12,White,Sedan,Petrol,Tiptronic,True,25089
120,Land Cruiser Prado,850.5492087996912,2019,TOYOTA,2.7,10,White,Jeep,Petrol,Automatic,True,300
143166,Santa FE,707.0,2011,HYUNDAI,2.0,4,Grey,Jeep,Diesel,Automatic,True,18688
68243,Elantra,629.0,2015,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,28830
180000,GX 470,1324.6266816143498,2006,LEXUS,4.7,0,Black,Jeep,CNG,Automatic,True,42337
141000,Transit,697.0,2012,FORD,2.2,2,White,Microbus,Diesel,Manual,False,23834
119379,E 350,1172.0,2011,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,16621
26802,E 300,1017.0,2017,MERCEDES-BENZ,2.0,12,Black,Sedan,Petrol,Automatic,True,314
272000,C-MAX,825.4240766073872,2014,FORD,2.0,4,Grey,Hatchback,Hybrid,Automatic,False,16000
31691,Elantra,530.0,2013,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,11917
120000,328 Xdrive,1018.0,2011,BMW,3.0,12,Black,Sedan,Petrol,Tiptronic,True,13485
0,E 240,1281.3365810451728,1998,MERCEDES-BENZ,2.4,2,Black,Sedan,CNG,Automatic,True,5175
290000,Taurus,825.4240766073872,2014,FORD,3.7,8,Grey,Sedan,LPG,Automatic,True,15367
73600,Veloster,799.6990400903444,2011,HYUNDAI,1.6,6,Carnelian red,Hatchback,Petrol,Manual,False,15994
79749,Orlando,641.0,2012,CHEVROLET,2.0,4,Silver,Jeep,Diesel,Automatic,True,11917
35058,Camry,609.0,2018,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,18817
251514,Equinox,749.0,2014,CHEVROLET,2.4,12,Black,Jeep,Petrol,Automatic,True,1568
20000,Sonata,799.6990400903444,2013,HYUNDAI,2.4,4,Black,Sedan,Hybrid,Tiptronic,False,21953
38206,Sonata,891.0,2016,HYUNDAI,2.0,4,White,Sedan,LPG,Automatic,True,13808
183728,CX-7,862.0,2011,MAZDA,2.5,12,Blue,Jeep,Petrol,Automatic,True,392
110990,Prius,586.0,2012,TOYOTA,1.8,8,Silver,Hatchback,Hybrid,Automatic,False,16151
777,Twingo,845.5833333333334,2001,RENAULT,1.2,4,Purple,Hatchback,Petrol,Manual,False,3300
171344,Tucson,836.0,2010,HYUNDAI,2.0,4,Grey,Jeep,Diesel,Automatic,True,22947
58450,535 M PAKET,919.0,2012,BMW,3.0,12,Grey,Sedan,Petrol,Tiptronic,True,40769
65989,CT 200h,585.0,2013,LEXUS,1.8,0,Silver,Hatchback,Hybrid,Automatic,True,7840
125000,Camry,777.0,2014,TOYOTA,2.5,12,Grey,Sedan,Petrol,Tiptronic,True,25089
167000,S 500 long,1281.3365810451728,1997,MERCEDES-BENZ,5.0,8,Black,Sedan,Petrol,Automatic,True,10976
109798,Camry,394.0,2014,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,5488
130000,Vitz,1111.0,2012,TOYOTA,1.3,4,White,Hatchback,Petrol,Automatic,False,9722
151977,Genesis,1511.0,2010,HYUNDAI,3.8,4,Blue,Coupe,Petrol,Automatic,True,16621
143619,RX 450,603.0,2015,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,13956
135490,Korando,642.0,2012,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,24415
199000,520,1082.2991631799164,1989,BMW,2.0,0,White,Sedan,Petrol,Manual,False,3763
115347,CT 200h,353.0,2015,LEXUS,1.8,0,Grey,Hatchback,Hybrid,Automatic,True,470
320000,525,1082.2991631799164,2000,BMW,2.5,4,Black,Sedan,Petrol,Tiptronic,True,10036
107155,Elantra,584.0,2014,HYUNDAI,1.8,12,Black,Sedan,Petrol,Automatic,True,1725
140082,Elantra,584.0,2014,HYUNDAI,1.8,12,Black,Sedan,Petrol,Automatic,True,549
249422,Camry,781.0,2012,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,314
200000,Vectra,1156.6493506493507,1997,OPEL,2.0,4,White,Universal,Petrol,Manual,False,5645
100000,Corolla,1266.0,2014,TOYOTA,1.5,8,Silver,Sedan,Hybrid,Variator,False,10976
213998,ML 350,1598.0,2008,MERCEDES-BENZ,3.0,12,Silver,Jeep,Diesel,Automatic,True,4547
52500,Aqua,502.0,2013,TOYOTA,1.5,4,Blue,Hatchback,Petrol,Automatic,True,21285
219030,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,29793
186048,Fusion,333.0,2014,FORD,2.0,0,Black,Sedan,Hybrid,Automatic,True,862
149486,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,314
168000,A4 premium,932.0355029585799,2010,AUDI,2.0,12,Silver,Sedan,Petrol,Automatic,True,19130
11111,Galaxy,825.4240766073872,2001,FORD,2.2,6,Blue,Minivan,Petrol,Automatic,False,1900
97880,Tucson,877.0,2017,HYUNDAI,1.7,4,White,Jeep,Diesel,Automatic,True,35570
175000,Prius C,503.0,2012,TOYOTA,1.5,10,Black,Hatchback,Hybrid,Automatic,False,8781
263157,Kizashi,760.6086956521739,2010,SUZUKI,2.4,0,Black,Sedan,Petrol,Tiptronic,False,12544
128000,Tucson,749.0,2014,HYUNDAI,2.4,8,Red,Jeep,Petrol,Tiptronic,True,24148
105328,Prius,585.0,2013,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,706
160000,Prius,308.0,2014,TOYOTA,1.8,10,Black,Sedan,Hybrid,Automatic,True,22580
136861,Camry,779.0,2013,TOYOTA,2.5,12,Blue,Sedan,Hybrid,Automatic,True,4861
210452,Prius,850.5492087996912,2008,TOYOTA,1.5,8,Silver,Sedan,Hybrid,Variator,False,12858
185000,FIT,1236.0,2011,HONDA,1.3,2,Black,Sedan,Petrol,Automatic,False,8154
30000,Golf 4,752.195205479452,1998,VOLKSWAGEN,1.8,4,Red,Hatchback,Petrol,Automatic,False,1800
137328,Fusion,333.0,2014,FORD,2.0,0,Silver,Sedan,Hybrid,Automatic,True,4861
129600,X5,1018.0,2011,BMW,3.0,12,Black,Jeep,Petrol,Tiptronic,True,36065
220474,Escape,289.0,2008,FORD,0.4,0,Grey,Jeep,Hybrid,Automatic,True,282
19968,CHR,1077.0,2019,TOYOTA,2.0,12,White,Jeep,Petrol,Automatic,True,17876
250491,328,639.0,2014,BMW,2.0,12,White,Sedan,Diesel,Automatic,True,18189
46000,Fusion,825.4240766073872,2013,FORD,1.6,8,White,Sedan,Petrol,Tiptronic,True,24775
163374,Sonata,707.0,2011,HYUNDAI,2.0,4,Grey,Sedan,Petrol,Automatic,True,15257
120000,Element,1141.0,2009,HONDA,2.4,6,Black,Universal,Petrol,Automatic,False,16900
233700,C1,397.0,2011,CITROEN,1.0,6,White,Hatchback,Petrol,Manual,False,14740
121856,X-Trail,830.02,2004,NISSAN,2.0,6,Beige,Jeep,Petrol,Automatic,True,10976
137433,Orlando,642.0,2012,CHEVROLET,2.0,4,White,Jeep,Diesel,Automatic,True,22825
137000,RIO,530.0,2013,KIA,1.6,4,Black,Sedan,Petrol,Automatic,False,12544
94949,CT 200h,353.0,2015,LEXUS,1.8,0,White,Hatchback,Hybrid,Automatic,True,16935
111111,Mustang,825.4240766073872,2013,FORD,3.7,12,Black,Coupe,Petrol,Manual,True,20385
200000,Discovery,1152.9411764705883,1995,LAND ROVER,2.5,0,Blue,Jeep,Diesel,Manual,False,10976
0,Civic,1079.0,2018,HONDA,2.0,4,White,Sedan,Petrol,Automatic,True,38213
48910,Actyon,730.0,2016,SSANGYONG,1.6,4,White,Jeep,Diesel,Automatic,True,44134
0,C 240,1281.3365810451728,2001,MERCEDES-BENZ,2.6,8,Silver,Sedan,Petrol,Tiptronic,True,8467
85000,Vento,752.195205479452,1994,VOLKSWAGEN,1.9,1,Black,Sedan,Diesel,Manual,False,4391
183000,C 200 2.0,1281.3365810451728,2001,MERCEDES-BENZ,2.0,4,Black,Coupe,Petrol,Tiptronic,False,7213
58282,Civic,784.0,2017,HONDA,1.5,12,White,Sedan,Petrol,Automatic,True,9565
284000,Jetta,752.195205479452,1999,VOLKSWAGEN,2.0,4,White,Sedan,CNG,Manual,False,348
110000,Jetta,1024.0,2010,VOLKSWAGEN,2.5,6,Silver,Sedan,Petrol,Tiptronic,True,12544
210000,X5,1082.2991631799164,2007,BMW,4.8,8,Black,Jeep,Petrol,Tiptronic,True,24148
171000,Astra,1357.0,2004,OPEL,1.6,0,White,Universal,Petrol,Manual,False,6272
77000,Sonata,799.6990400903444,2013,HYUNDAI,2.4,8,White,Sedan,Petrol,Tiptronic,True,100
170000,530,1082.2991631799164,2005,BMW,3.0,8,Blue,Sedan,Petrol,Tiptronic,True,18817
127000,FIT,1236.0,2011,HONDA,1.3,2,Black,Sedan,Hybrid,Variator,True,10663
153958,Santa FE,765.0,2015,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,44247
346080,325,1082.2991631799164,2004,BMW,2.5,6,Black,Coupe,Petrol,Tiptronic,True,9408
36000,Jetta,650.0,2016,VOLKSWAGEN,1.4,6,Grey,Sedan,Petrol,Tiptronic,False,19444
200000,Prius,850.5492087996912,2008,TOYOTA,1.8,0,Grey,Sedan,Hybrid,Automatic,False,11917
113000,Prius,988.0,2007,TOYOTA,1.5,8,Sky blue,Hatchback,Hybrid,Automatic,False,9408
102500,Corolla IM,810.0,2016,TOYOTA,1.8,10,White,Hatchback,Petrol,Automatic,False,23834
101000,Camry,779.0,2013,TOYOTA,2.5,10,Black,Sedan,Petrol,Tiptronic,False,22894
89000,CLK 240,1281.3365810451728,2004,MERCEDES-BENZ,2.4,10,Silver,Coupe,Petrol,Tiptronic,False,10976
44521,Lacetti,922.0,2009,DAEWOO,1.9,4,Silver,Sedan,Petrol,Automatic,True,5604
160000,Fiesta,825.4240766073872,2013,FORD,1.6,4,Black,Sedan,Petrol,Tiptronic,True,17876
136000,Elantra,586.0,2012,HYUNDAI,1.8,8,Black,Sedan,Petrol,Tiptronic,True,18189
350000,Transit,825.4240766073872,2007,FORD,2.4,0,White,Goods wagon,Diesel,Manual,False,70
121000,FIT,1266.0,2014,HONDA,1.5,0,Silver,Hatchback,Hybrid,Variator,False,10976
56000,Cooper,646.3461538461538,2013,MINI,1.6,10,Silver,Coupe,Petrol,Manual,True,27911
171339,Combo,1438.0,2003,OPEL,1.7,2,White,Goods wagon,Diesel,Manual,False,6429
123862,Sonata,753.0,2012,HYUNDAI,2.4,0,White,Jeep,Hybrid,Automatic,True,470
99200,RAV 4,1091.0,2016,TOYOTA,2.5,10,Black,Jeep,Petrol,Tiptronic,False,40769
260000,520,1082.2991631799164,2003,BMW,2.5,8,Silver,Sedan,CNG,Tiptronic,True,7840
112000,Challenger,1312.8813559322034,2012,DODGE,3.6,6,Grey,Coupe,Petrol,Tiptronic,False,25089
0,E 200,1281.3365810451728,1993,MERCEDES-BENZ,2.0,2,Black,Sedan,CNG,Manual,False,10976
157000,328,1082.2991631799164,2010,BMW,3.0,8,Black,Coupe,Petrol,Tiptronic,True,22894
136000,C 180,1281.3365810451728,2000,MERCEDES-BENZ,2.0,6,Blue,Sedan,Petrol,Tiptronic,False,7840
348486,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,12231
201000,RX 300,1324.6266816143498,2002,LEXUS,3.0,8,Silver,Jeep,Petrol,Automatic,True,11917
200867,Sonata,707.0,2011,HYUNDAI,2.0,4,Black,Sedan,Petrol,Automatic,True,17035
11111,A4,932.0355029585799,2002,AUDI,3.0,6,Blue,Sedan,Petrol,Automatic,True,3100
140414,Prius,308.0,2014,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,188
